site,url
www.securityweek.com,https://www.securityweek.com/chinese-hackers-and-user-lapses-turn-smartphones-into-a-mobile-security-crisis/
www.securityweek.com,https://www.securityweek.com/chinese-espionage-crews-circle-sentinelone-in-year-long-reconnaissance-campaign/
isc.sans.edu,https://isc.sans.edu/diary.html?rss
isc.sans.edu,https://isc.sans.edu/diary/rss/32026
malware.news,https://malware.news/t/my-fridge-my-portable-power-station/95308
malware.news,https://malware.news/t/macos-spectrum-clickfix-2025-6-8/95289
malware.news,https://malware.news/t/complex-npm-attack-uses-7-plus-layers-of-obfuscation-to-spread-pulsar-rat/95310
malware.news,https://malware.news/t/securing-ai-agent-innovation-with-prisma-airs-mcp-server/95309
malware.news,https://malware.news/t/power-meets-platform-legal-lessons-from-the-trump-musk-dispute/95307
malware.news,https://malware.news/t/failed-attack-on-sentinelone-reveals-campaign-by-china-linked-groups/95306
malware.news,https://malware.news/t/encryption-and-decryption-the-foundation-of-data-protection/95305
malware.news,https://malware.news/t/badbox-2-0-botnet-infects-million-plus-devices-fbi-says/95304
malware.news,https://malware.news/t/been-scammed-online-here-s-what-to-do/95303
malware.news,https://malware.news/t/how-and-where-to-report-an-online-scam/95302
malware.news,https://malware.news/t/trump-rewrites-cybersecurity-policy-in-executive-order/95301
malware.news,https://malware.news/t/find-arctic-wolf-at-aws-summit-nyc/95300
malware.news,https://malware.news/t/a-bit-more-on-twitter-x-s-new-encrypted-messaging/95299
malware.news,https://malware.news/t/us-agencies-assessed-chinese-telecom-hackers-likely-hit-data-center-and-residential-internet-providers/95298
malware.news,https://malware.news/t/update-dumping-entra-connect-sync-credentials/95297
malware.news,https://malware.news/t/new-report-reveals-chinese-hackers-attempted-to-breach-sentinelone-servers/95296
malware.news,https://malware.news/t/why-companies-must-solve-the-it-ot-challenge/95295
malware.news,https://malware.news/t/two-critical-challenges-facing-cti-teams-and-how-to-overcome-them-intel-471-s-additional-insights-into-the-sans-2025-cti-survey/95294
malware.news,https://malware.news/t/control-systems-cisa-ics-security-advisories-av25-326/95293
malware.news,https://malware.news/t/33-000-wordpress-sites-affected-by-privilege-escalation-vulnerability-in-realhomes-wordpress-theme/95292
malware.news,https://malware.news/t/octosql-vulnerability-data-sun-jun-8th/95291
malware.news,https://malware.news/t/dell-security-advisory-av25-325/95290
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166789
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166788
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166784
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166772
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166766
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166765
www.darkreading.com,https://www.darkreading.com/threat-intelligence/openai-bans-chatgpt-accounts-nation-state-threat-actors
www.darkreading.com,https://www.darkreading.com/cyberattacks-data-breaches/librarian-ghouls-cyberattackers-strike
www.darkreading.com,https://www.darkreading.com/cybersecurity-operations/siems-missing-mark-mitre-techniques
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166789
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166788
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166784
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166772
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166766
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166765
www.boannews.com,http://www.boannews.com/media/view.asp?idx=137591&kind=&sub_kind=
www.boannews.com,http://www.boannews.com/media/view.asp?idx=137589&kind=&sub_kind=
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166791
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166791
malware.news,https://malware.news/t/isc-stormcast-for-tuesday-june-10th-2025-https-isc-sans-edu-podcastdetail-9486-tue-jun-10th/95311
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166799
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166799
www.boannews.com,http://www.boannews.com/media/view.asp?idx=137597&kind=&sub_kind=
www.boannews.com,http://www.boannews.com/media/view.asp?idx=137585&kind=&sub_kind=
isarc.tachyonlab.com,https://isarc.tachyonlab.com/533715
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166801
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166802
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166801
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166802
knvd.krcert.or.kr,https://knvd.krcert.or.kr/detailSecNo.do?IDX=6495
www.boho.or.kr,https://www.boho.or.kr/kr/bbs/view.do?searchCnd=&bbsId=B0000133&searchWrd=&menuNo=205020&pageIndex=1&categoryCode=&nttId=71768
www.boannews.com,http://www.boannews.com/media/view.asp?idx=137597&kind=&sub_kind=
www.boannews.com,http://www.boannews.com/media/view.asp?idx=137585&kind=&sub_kind=
www.boannews.com,http://www.boannews.com/media/view.asp?idx=137593&kind=&sub_kind=
malware.news,https://malware.news/t/looking-ahead-a-conversation-with-levelblue-leaders-on-what-s-next-for-the-company/95312
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166754
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166754
www.boannews.com,http://www.boannews.com/media/view.asp?idx=137593&kind=&sub_kind=
krebsonsecurity.com,https://krebsonsecurity.com/2025/06/patch-tuesday-june-2025-edition/
www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/danabot-malware-operators-exposed-via-c2-bug-added-in-2022/
www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/connectwise-rotating-code-signing-certificates-over-security-concerns/
www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/new-secure-boot-flaw-lets-attackers-install-bootkit-malware-patch-now/
www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/microsoft/windows-10-kb5060533-cumulative-update-released-with-7-changes-fixes/
www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/microsoft/microsoft-june-2025-patch-tuesday-fixes-exploited-zero-day-66-flaws/
www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/microsoft/windows-11-kb5060842-and-kb5060999-cumulative-updates-released/
www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/microsoft-outlook-to-block-more-risky-attachments-used-in-attacks/
www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/texas-dept-of-transportation-breached-300k-crash-records-stolen/
www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/fin6-hackers-pose-as-job-seekers-to-backdoor-recruiters-devices/
www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/ivanti-workspace-control-hardcoded-key-flaws-expose-sql-credentials/
www.securityweek.com,https://www.securityweek.com/code-execution-flaws-haunt-adobe-acrobat-reader-adobe-commerce/
www.securityweek.com,https://www.securityweek.com/microsoft-patch-tuesday-covers-webdav-flaw-marked-as-already-exploited/
isc.sans.edu,https://isc.sans.edu/diary/rss/32032
malware.news,https://malware.news/t/update-pecheck-py-version-0-7-18/95371
malware.news,https://malware.news/t/2025-05-31-ten-days-of-scans-and-probes-and-web-traffic-hitting-my-web-server/95360
malware.news,https://malware.news/t/2025-05-27-vip-recovery-infection-from-email-attachment/95353
malware.news,https://malware.news/t/2025-05-22-stealc-v2-infection/95352
malware.news,https://malware.news/t/eu-dns-dns4eu/95330
malware.news,https://malware.news/t/threat-hunting-case-study-dragonforce/95373
malware.news,https://malware.news/t/patch-tuesday-june-2025-edition/95372
malware.news,https://malware.news/t/microsoft-patch-tuesday-for-june-2025-snort-rules-and-prominent-vulnerabilities/95370
malware.news,https://malware.news/t/thousands-of-organizations-at-risk-by-salesforce-industry-cloud-bugs/95369
malware.news,https://malware.news/t/girlsdoporn-owner-faces-life-in-jail-after-pleading-guilty-to-sex-trafficking/95368
malware.news,https://malware.news/t/flat-networks-fast-hackers-microsegmentation-gets-a-security-comeback/95367
malware.news,https://malware.news/t/evoke-wellness-to-pay-1-9-million-to-settle-ftc-claims-that-they-misled-consumers-seeking-substance-use-disorder-treatment/95366
malware.news,https://malware.news/t/beyond-ips-addressing-organizational-overconsumption-in-maven-central/95365
malware.news,https://malware.news/t/google-chrome-security-advisory-av25-336/95364
malware.news,https://malware.news/t/adobe-security-advisory-av25-335/95363
malware.news,https://malware.news/t/red-hat-security-advisory-av25-334/95362
malware.news,https://malware.news/t/microsoft-security-advisory-june-2025-monthly-rollup-av25-333/95361
malware.news,https://malware.news/t/microsoft-patch-tuesday-june-2025-tue-jun-10th/95359
malware.news,https://malware.news/t/facebook-malvertising-reveals-4k-domains-spoofing-68-brands/95358
malware.news,https://malware.news/t/mozilla-security-advisory-av25-332/95357
malware.news,https://malware.news/t/new-report-highlights-the-internet-as-the-primary-threat-to-industrial-automation-systems/95356
malware.news,https://malware.news/t/hpe-security-advisory-av25-331/95355
malware.news,https://malware.news/t/the-next-move-problem-why-detection-alone-isn-t-enough-anymore/95354
malware.news,https://malware.news/t/sap-security-advisory-june-2025-monthly-rollup-av25-330/95351
malware.news,https://malware.news/t/leading-cloud-computing-company-relies-on-eclypsium-to-protect-ai-data-center-infrastructure/95350
malware.news,https://malware.news/t/ivanti-security-advisory-av25-329/95349
malware.news,https://malware.news/t/the-ultimate-guide-to-ai-data-center-infrastructure-security/95348
malware.news,https://malware.news/t/the-com-operations-spurred-by-internet-notoriety/95347
malware.news,https://malware.news/t/suspected-ransomware-attack-hits-united-natural-foods/95346
malware.news,https://malware.news/t/sensata-warns-of-ransomware-related-data-breach/95345
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166820
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166813
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166812
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166809
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166808
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166806
www.darkreading.com,https://www.darkreading.com/vulnerabilities-threats/stealth-falcon-apt-exploits-microsoft-rce-zero-day-mideast
www.darkreading.com,https://www.darkreading.com/application-security/poc-code-escalates-roundcube-vuln-threat
www.darkreading.com,https://www.darkreading.com/application-security/github-code-provenance-supply-chain-attacks
www.darkreading.com,https://www.darkreading.com/vulnerabilities-threats/united-natural-foods-operations-cybersecurity-incident
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166820
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166813
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166812
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166809
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166808
www.dailysecu.com,https://www.dailysecu.com/news/articleView.html?idxno=166806
